geoid,county,state,total_population
01001,Autauga County, Alabama,55049
01003,Baldwin County, Alabama,199510
01005,Barbour County, Alabama,26614
01007,Bibb County, Alabama,22572
01009,Blount County, Alabama,57704
01011,Bullock County, Alabama,10552
01013,Butler County, Alabama,20280
01015,Calhoun County, Alabama,115883
01017,Chambers County, Alabama,34018
01019,Cherokee County, Alabama,25897
01021,Chilton County, Alabama,43817
01023,Choctaw County, Alabama,13287
01025,Clarke County, Alabama,24847
01027,Clay County, Alabama,13483
01029,Cleburne County, Alabama,14991
01031,Coffee County, Alabama,50991
01033,Colbert County, Alabama,54377
01035,Conecuh County, Alabama,12697
01037,Coosa County, Alabama,10864
01039,Covington County, Alabama,37729
01041,Crenshaw County, Alabama,13896
01043,Cullman County, Alabama,81316
01045,Dale County, Alabama,49607
01047,Dallas County, Alabama,41426
01049,DeKalb County, Alabama,70937
01051,Elmore County, Alabama,80957
01053,Escambia County, Alabama,37875
01055,Etowah County, Alabama,103363
01057,Fayette County, Alabama,16783
01059,Franklin County, Alabama,31573
01061,Geneva County, Alabama,26765
01063,Greene County, Alabama,8587
01065,Hale County, Alabama,15159
01067,Henry County, Alabama,17187
01069,Houston County, Alabama,103891
01071,Jackson County, Alabama,52608
01073,Jefferson County, Alabama,659096
01075,Lamar County, Alabama,14066
01077,Lauderdale County, Alabama,92641
01079,Lawrence County, Alabama,33433
01081,Lee County, Alabama,153947
01083,Limestone County, Alabama,90257
01085,Lowndes County, Alabama,10565
01087,Macon County, Alabama,19684
01089,Madison County, Alabama,349973
01091,Marengo County, Alabama,20066
01093,Marion County, Alabama,30239
01095,Marshall County, Alabama,94534
01097,Mobile County, Alabama,414291
01099,Monroe County, Alabama,21975
01101,Montgomery County, Alabama,227392
01103,Morgan County, Alabama,119555
01105,Perry County, Alabama,9856
01107,Pickens County, Alabama,20042
01109,Pike County, Alabama,33277
01111,Randolph County, Alabama,22615
01113,Russell County, Alabama,58636
01115,St. Clair County, Alabama,86576
01117,Shelby County, Alabama,205951
01119,Sumter County, Alabama,13285
01121,Talladega County, Alabama,81057
01123,Tallapoosa County, Alabama,40958
01125,Tuscaloosa County, Alabama,202471
01127,Walker County, Alabama,65593
01129,Washington County, Alabama,16909
01131,Wilcox County, Alabama,11119
01133,Winston County, Alabama,24013
02013,Aleutians East Borough, Alaska,3299
02016,Aleutians West Census Area, Alaska,5714
02020,Anchorage Municipality, Alaska,299321
02050,Bethel Census Area, Alaska,17885
02060,Bristol Bay Borough, Alaska,942
02068,Denali Borough, Alaska,2125
02070,Dillingham Census Area, Alaska,4980
02090,Fairbanks North Star Borough, Alaska,100150
02100,Haines Borough, Alaska,2528
02105,Hoonah-Angoon Census Area, Alaska,2107
02110,Juneau City and Borough, Alaska,32524
02122,Kenai Peninsula Borough, Alaska,57637
02130,Ketchikan Gateway Borough, Alaska,13715
02150,Kodiak Island Borough, Alaska,13918
02158,Kusilvak Census Area, Alaska,7993
02164,Lake and Peninsula Borough, Alaska,1411
02170,Matanuska-Susitna Borough, Alaska,98679
02180,Nome Census Area, Alaska,9879
02185,North Slope Borough, Alaska,9681
02188,Northwest Arctic Borough, Alaska,7723
02195,Petersburg Borough, Alaska,3196
02198,Prince of Wales-Hyder Census Area, Alaska,6374
02220,Sitka City and Borough, Alaska,8921
02230,Skagway Municipality, Alaska,1014
02240,Southeast Fairbanks Census Area, Alaska,6970
02261,Valdez-Cordova Census Area, Alaska,9522
02275,Wrangell City and Borough, Alaska,2401
02282,Yakutat City and Borough, Alaska,646
02290,Yukon-Koyukuk Census Area, Alaska,5600
04001,Apache County, Arizona,72346
04003,Cochise County, Arizona,128177
04005,Coconino County, Arizona,138064
04007,Gila County, Arizona,53179
04009,Graham County, Arizona,37529
04011,Greenlee County, Arizona,9224
04012,La Paz County, Arizona,20304
04013,Maricopa County, Arizona,4088549
04015,Mohave County, Arizona,203629
04017,Navajo County, Arizona,108209
04019,Pima County, Arizona,1003338
04021,Pinal County, Arizona,397604
04023,Santa Cruz County, Arizona,46547
04025,Yavapai County, Arizona,218586
04027,Yuma County, Arizona,203292
05001,Arkansas County, Arkansas,18569
05003,Ashley County, Arkansas,20989
05005,Baxter County, Arkansas,40992
05007,Benton County, Arkansas,245231
05009,Boone County, Arkansas,37301
05011,Bradley County, Arkansas,11096
05013,Calhoun County, Arkansas,5210
05015,Carroll County, Arkansas,27690
05017,Chicot County, Arkansas,11189
05019,Clark County, Arkansas,22684
05021,Clay County, Arkansas,15202
05023,Cleburne County, Arkansas,25587
05025,Cleveland County, Arkansas,8421
05027,Columbia County, Arkansas,24168
05029,Conway County, Arkansas,21060
05031,Craighead County, Arkansas,102884
05033,Crawford County, Arkansas,61927
05035,Crittenden County, Arkansas,49511
05037,Cross County, Arkansas,17329
05039,Dallas County, Arkansas,7738
05041,Desha County, Arkansas,12234
05043,Drew County, Arkansas,18688
05045,Faulkner County, Arkansas,120417
05047,Franklin County, Arkansas,17799
05049,Fulton County, Arkansas,12186
05051,Garland County, Arkansas,97119
05053,Grant County, Arkansas,18046
05055,Greene County, Arkansas,43745
05057,Hempstead County, Arkansas,22208
05059,Hot Spring County, Arkansas,33440
05061,Howard County, Arkansas,13487
05063,Independence County, Arkansas,37030
05065,Izard County, Arkansas,13461
05067,Jackson County, Arkansas,17495
05069,Jefferson County, Arkansas,72385
05071,Johnson County, Arkansas,26025
05073,Lafayette County, Arkansas,7127
05075,Lawrence County, Arkansas,16915
05077,Lee County, Arkansas,9781
05079,Lincoln County, Arkansas,13935
05081,Little River County, Arkansas,12616
05083,Logan County, Arkansas,21935
05085,Lonoke County, Arkansas,71279
05087,Madison County, Arkansas,15761
05089,Marion County, Arkansas,16404
05091,Miller County, Arkansas,43666
05093,Mississippi County, Arkansas,44199
05095,Monroe County, Arkansas,7542
05097,Montgomery County, Arkansas,9100
05099,Nevada County, Arkansas,8668
05101,Newton County, Arkansas,7988
05103,Ouachita County, Arkansas,24728
05105,Perry County, Arkansas,10246
05107,Phillips County, Arkansas,19929
05109,Pike County, Arkansas,11017
05111,Poinsett County, Arkansas,24131
05113,Polk County, Arkansas,20290
05115,Pope County, Arkansas,63107
05117,Prairie County, Arkansas,8334
05119,Pulaski County, Arkansas,391806
05121,Randolph County, Arkansas,17584
05123,St. Francis County, Arkansas,27023
05125,Saline County, Arkansas,115577
05127,Scott County, Arkansas,10661
05129,Searcy County, Arkansas,7938
05131,Sebastian County, Arkansas,127351
05133,Sevier County, Arkansas,17193
05135,Sharp County, Arkansas,17027
05137,Stone County, Arkansas,12503
05139,Union County, Arkansas,40334
05141,Van Buren County, Arkansas,16892
05143,Washington County, Arkansas,219930
05145,White County, Arkansas,78823
05147,Woodruff County, Arkansas,6873
05149,Yell County, Arkansas,21716
06001,Alameda County, California,1605217
06003,Alpine County, California,1184
06005,Amador County, California,36963
06007,Butte County, California,223877
06009,Calaveras County, California,44787
06011,Colusa County, California,21361
06013,Contra Costa County, California,1107925
06015,Del Norte County, California,27628
06017,El Dorado County, California,183000
06019,Fresno County, California,963160
06021,Glenn County, California,27976
06023,Humboldt County, California,135182
06025,Imperial County, California,178807
06027,Inyo County, California,18326
06029,Kern County, California,871337
06031,Kings County, California,150261
06033,Lake County, California,64076
06035,Lassen County, California,31945
06037,Los Angeles County, California,10057155
06039,Madera County, California,153366
06041,Marin County, California,259358
06043,Mariposa County, California,17645
06045,Mendocino County, California,87409
06047,Merced County, California,265001
06049,Modoc County, California,9033
06051,Mono County, California,14051
06053,Monterey County, California,430201
06055,Napa County, California,140823
06057,Nevada County, California,98639
06059,Orange County, California,3132211
06061,Placer County, California,370571
06063,Plumas County, California,18754
06065,Riverside County, California,2323892
06067,Sacramento County, California,1479300
06069,San Benito County, California,58051
06071,San Bernardino County, California,2106754
06073,San Diego County, California,3253356
06075,San Francisco County, California,850282
06077,San Joaquin County, California,714860
06079,San Luis Obispo County, California,278680
06081,San Mateo County, California,754748
06083,Santa Barbara County, California,439395
06085,Santa Clara County, California,1885056
06087,Santa Cruz County, California,270931
06089,Shasta County, California,179228
06091,Sierra County, California,2931
06093,Siskiyou County, California,43668
06095,Solano County, California,429596
06097,Sonoma County, California,497776
06099,Stanislaus County, California,530561
06101,Sutter County, California,95406
06103,Tehama County, California,63015
06105,Trinity County, California,13180
06107,Tulare County, California,455769
06109,Tuolumne County, California,53864
06111,Ventura County, California,843110
06113,Yolo County, California,209671
06115,Yuba County, California,73897
08001,Adams County, Colorado,479977
08003,Alamosa County, Colorado,16353
08005,Arapahoe County, Colorado,617668
08007,Archuleta County, Colorado,12355
08009,Baca County, Colorado,3648
08011,Bent County, Colorado,5816
08013,Boulder County, Colorado,313961
08014,Broomfield County, Colorado,62449
08015,Chaffee County, Colorado,18507
08017,Cheyenne County, Colorado,2071
08019,Clear Creek County, Colorado,9238
08021,Conejos County, Colorado,8213
08023,Costilla County, Colorado,3590
08025,Crowley County, Colorado,5537
08027,Custer County, Colorado,4375
08029,Delta County, Colorado,30221
08031,Denver County, Colorado,663303
08033,Dolores County, Colorado,1789
08035,Douglas County, Colorado,314238
08037,Eagle County, Colorado,52894
08039,Elbert County, Colorado,24225
08041,El Paso County, Colorado,665171
08043,Fremont County, Colorado,46835
08045,Garfield County, Colorado,57495
08047,Gilpin County, Colorado,5708
08049,Grand County, Colorado,14490
08051,Gunnison County, Colorado,15889
08053,Hinsdale County, Colorado,856
08055,Huerfano County, Colorado,6521
08057,Jackson County, Colorado,1306
08059,Jefferson County, Colorado,558810
08061,Kiowa County, Colorado,1465
08063,Kit Carson County, Colorado,8174
08065,Lake County, Colorado,7401
08067,La Plata County, Colorado,53994
08069,Larimer County, Colorado,325228
08071,Las Animas County, Colorado,14322
08073,Lincoln County, Colorado,5515
08075,Logan County, Colorado,21862
08077,Mesa County, Colorado,148166
08079,Mineral County, Colorado,793
08081,Moffat County, Colorado,13034
08083,Montezuma County, Colorado,26006
08085,Montrose County, Colorado,40866
08087,Morgan County, Colorado,28288
08089,Otero County, Colorado,18440
08091,Ouray County, Colorado,4651
08093,Park County, Colorado,16440
08095,Phillips County, Colorado,4347
08097,Pitkin County, Colorado,17543
08099,Prowers County, Colorado,12121
08101,Pueblo County, Colorado,162158
08103,Rio Blanco County, Colorado,6658
08105,Rio Grande County, Colorado,11623
08107,Routt County, Colorado,23980
08109,Saguache County, Colorado,6255
08111,San Juan County, Colorado,552
08113,San Miguel County, Colorado,7767
08115,Sedgwick County, Colorado,2367
08117,Summit County, Colorado,29269
08119,Teller County, Colorado,23472
08121,Washington County, Colorado,4814
08123,Weld County, Colorado,278065
08125,Yuma County, Colorado,10150
09001,Fairfield County, Connecticut,941618
09003,Hartford County, Connecticut,895699
09005,Litchfield County, Connecticut,185141
09007,Middlesex County, Connecticut,164438
09009,New Haven County, Connecticut,860874
09011,New London County, Connecticut,272033
09013,Tolland County, Connecticut,151689
09015,Windham County, Connecticut,117078
10001,Kent County, Delaware,171474
10003,New Castle County, Delaware,551997
10005,Sussex County, Delaware,211224
11001,District of Columbia, District of Columbia,659009
12001,Alachua County, Florida,256581
12003,Baker County, Florida,27312
12005,Bay County, Florida,178361
12007,Bradford County, Florida,26919
12009,Brevard County, Florida,560683
12011,Broward County, Florida,1863780
12013,Calhoun County, Florida,14550
12015,Charlotte County, Florida,169642
12017,Citrus County, Florida,140453
12019,Clay County, Florida,200346
12021,Collier County, Florida,348236
12023,Columbia County, Florida,68198
12027,DeSoto County, Florida,35134
12029,Dixie County, Florida,16084
12031,Duval County, Florida,900890
12033,Escambia County, Florida,309574
12035,Flagler County, Florida,102917
12037,Franklin County, Florida,11705
12039,Gadsden County, Florida,46153
12041,Gilchrist County, Florida,17033
12043,Glades County, Florida,13420
12045,Gulf County, Florida,15851
12047,Hamilton County, Florida,14362
12049,Hardee County, Florida,27302
12051,Hendry County, Florida,38376
12053,Hernando County, Florida,176797
12055,Highlands County, Florida,98862
12057,Hillsborough County, Florida,1323059
12059,Holmes County, Florida,19569
12061,Indian River County, Florida,145342
12063,Jackson County, Florida,48721
12065,Jefferson County, Florida,14082
12067,Lafayette County, Florida,8742
12069,Lake County, Florida,317586
12071,Lee County, Florida,680970
12073,Leon County, Florida,284788
12075,Levy County, Florida,39707
12077,Liberty County, Florida,8285
12079,Madison County, Florida,18560
12081,Manatee County, Florida,353411
12083,Marion County, Florida,340341
12085,Martin County, Florida,153592
12086,Miami-Dade County, Florida,2664418
12087,Monroe County, Florida,77150
12089,Nassau County, Florida,77187
12091,Okaloosa County, Florida,195798
12093,Okeechobee County, Florida,39420
12095,Orange County, Florida,1256055
12097,Osceola County, Florida,311962
12099,Palm Beach County, Florida,1398757
12101,Pasco County, Florida,488310
12103,Pinellas County, Florida,939548
12105,Polk County, Florida,637691
12107,Putnam County, Florida,72304
12109,St. Johns County, Florida,218362
12111,St. Lucie County, Florida,293136
12113,Santa Rosa County, Florida,163903
12115,Sarasota County, Florida,398011
12117,Seminole County, Florida,442905
12119,Sumter County, Florida,113589
12121,Suwannee County, Florida,43653
12123,Taylor County, Florida,22582
12125,Union County, Florida,15159
12127,Volusia County, Florida,510806
12129,Wakulla County, Florida,31314
12131,Walton County, Florida,61528
12133,Washington County, Florida,24627
13001,Appling County, Georgia,18410
13003,Atkinson County, Georgia,8268
13005,Bacon County, Georgia,11251
13007,Baker County, Georgia,3250
13009,Baldwin County, Georgia,45808
13011,Banks County, Georgia,18336
13013,Barrow County, Georgia,73340
13015,Bartow County, Georgia,101942
13017,Ben Hill County, Georgia,17405
13019,Berrien County, Georgia,18986
13021,Bibb County, Georgia,154194
13023,Bleckley County, Georgia,12835
13025,Brantley County, Georgia,18403
13027,Brooks County, Georgia,15645
13029,Bryan County, Georgia,34104
13031,Bulloch County, Georgia,73141
13033,Burke County, Georgia,22838
13035,Butts County, Georgia,23479
13037,Calhoun County, Georgia,6443
13039,Camden County, Georgia,52092
13043,Candler County, Georgia,10962
13045,Carroll County, Georgia,113756
13047,Catoosa County, Georgia,65645
13049,Charlton County, Georgia,12968
13051,Chatham County, Georgia,282613
13053,Chattahoochee County, Georgia,11882
13055,Chattooga County, Georgia,25046
13057,Cherokee County, Georgia,230629
13059,Clarke County, Georgia,122037
13061,Clay County, Georgia,3068
13063,Clayton County, Georgia,270269
13065,Clinch County, Georgia,6814
13067,Cobb County, Georgia,728388
13069,Coffee County, Georgia,43042
13071,Colquitt County, Georgia,46002
13073,Columbia County, Georgia,139904
13075,Cook County, Georgia,17103
13077,Coweta County, Georgia,135625
13079,Crawford County, Georgia,12483
13081,Crisp County, Georgia,23061
13083,Dade County, Georgia,16356
13085,Dawson County, Georgia,22939
13087,Decatur County, Georgia,27237
13089,DeKalb County, Georgia,723902
13091,Dodge County, Georgia,20995
13093,Dooly County, Georgia,14089
13095,Dougherty County, Georgia,92326
13097,Douglas County, Georgia,138283
13099,Early County, Georgia,10480
13101,Echols County, Georgia,4025
13103,Effingham County, Georgia,55852
13105,Elbert County, Georgia,19394
13107,Emanuel County, Georgia,22723
13109,Evans County, Georgia,10733
13111,Fannin County, Georgia,24017
13113,Fayette County, Georgia,109495
13115,Floyd County, Georgia,96199
13117,Forsyth County, Georgia,203841
13119,Franklin County, Georgia,22188
13121,Fulton County, Georgia,996757
13123,Gilmer County, Georgia,28956
13125,Glascock County, Georgia,3053
13127,Glynn County, Georgia,82623
13129,Gordon County, Georgia,56079
13131,Grady County, Georgia,25145
13133,Greene County, Georgia,16535
13135,Gwinnett County, Georgia,874242
13137,Habersham County, Georgia,43724
13139,Hall County, Georgia,190482
13141,Hancock County, Georgia,8747
13143,Haralson County, Georgia,28667
13145,Harris County, Georgia,32992
13147,Hart County, Georgia,25518
13149,Heard County, Georgia,11571
13151,Henry County, Georgia,214171
13153,Houston County, Georgia,149137
13155,Irwin County, Georgia,9365
13157,Jackson County, Georgia,62131
13159,Jasper County, Georgia,13571
13161,Jeff Davis County, Georgia,14953
13163,Jefferson County, Georgia,16201
13165,Jenkins County, Georgia,9055
13167,Johnson County, Georgia,9694
13169,Jones County, Georgia,28701
13171,Lamar County, Georgia,18195
13173,Lanier County, Georgia,10382
13175,Laurens County, Georgia,47802
13177,Lee County, Georgia,29134
13179,Liberty County, Georgia,63949
13181,Lincoln County, Georgia,7712
13183,Long County, Georgia,17243
13185,Lowndes County, Georgia,113898
13187,Lumpkin County, Georgia,31094
13189,McDuffie County, Georgia,21558
13191,McIntosh County, Georgia,13941
13193,Macon County, Georgia,13846
13195,Madison County, Georgia,28362
13197,Marion County, Georgia,8646
13199,Meriwether County, Georgia,21195
13201,Miller County, Georgia,5911
13205,Mitchell County, Georgia,22778
13207,Monroe County, Georgia,27044
13209,Montgomery County, Georgia,9005
13211,Morgan County, Georgia,17943
13213,Murray County, Georgia,39358
13215,Muscogee County, Georgia,200303
13217,Newton County, Georgia,103901
13219,Oconee County, Georgia,35071
13221,Oglethorpe County, Georgia,14743
13223,Paulding County, Georgia,149830
13225,Peach County, Georgia,26907
13227,Pickens County, Georgia,29992
13229,Pierce County, Georgia,19030
13231,Pike County, Georgia,17843
13233,Polk County, Georgia,41263
13235,Pulaski County, Georgia,11460
13237,Putnam County, Georgia,21259
13239,Quitman County, Georgia,2095
13241,Rabun County, Georgia,16312
13243,Randolph County, Georgia,7224
13245,Richmond County, Georgia,201418
13247,Rockdale County, Georgia,87569
13249,Schley County, Georgia,5089
13251,Screven County, Georgia,14114
13253,Seminole County, Georgia,8696
13255,Spalding County, Georgia,64006
13257,Stephens County, Georgia,25584
13259,Stewart County, Georgia,5791
13261,Sumter County, Georgia,31070
13263,Talbot County, Georgia,6373
13265,Taliaferro County, Georgia,1904
13267,Tattnall County, Georgia,25260
13269,Taylor County, Georgia,8354
13271,Telfair County, Georgia,16405
13273,Terrell County, Georgia,9132
13275,Thomas County, Georgia,44977
13277,Tift County, Georgia,40691
13279,Toombs County, Georgia,27160
13281,Towns County, Georgia,10976
13283,Treutlen County, Georgia,6711
13285,Troup County, Georgia,69314
13287,Turner County, Georgia,8151
13289,Twiggs County, Georgia,8363
13291,Union County, Georgia,22033
13293,Upson County, Georgia,26394
13295,Walker County, Georgia,68143
13297,Walton County, Georgia,87436
13299,Ware County, Georgia,35671
13301,Warren County, Georgia,5504
13303,Washington County, Georgia,20680
13305,Wayne County, Georgia,30006
13307,Webster County, Georgia,2672
13309,Wheeler County, Georgia,7932
13311,White County, Georgia,28140
13313,Whitfield County, Georgia,103653
13315,Wilcox County, Georgia,8884
13317,Wilkes County, Georgia,9924
13319,Wilkinson County, Georgia,9312
13321,Worth County, Georgia,20988
15001,Hawaii County, Hawaii,193680
15003,Honolulu County, Hawaii,986999
15005,Kalawao County, Hawaii,91
15007,Kauai County, Hawaii,70447
15009,Maui County, Hawaii,162456
16001,Ada County, Idaho,425798
16003,Adams County, Idaho,3865
16005,Bannock County, Idaho,83815
16007,Bear Lake County, Idaho,5928
16009,Benewah County, Idaho,9068
16011,Bingham County, Idaho,45261
16013,Blaine County, Idaho,21427
16015,Boise County, Idaho,6891
16017,Bonner County, Idaho,41389
16019,Bonneville County, Idaho,108989
16021,Boundary County, Idaho,11141
16023,Butte County, Idaho,2592
16025,Camas County, Idaho,968
16027,Canyon County, Idaho,202782
16029,Caribou County, Idaho,6813
16031,Cassia County, Idaho,23441
16033,Clark County, Idaho,960
16035,Clearwater County, Idaho,8528
16037,Custer County, Idaho,4185
16039,Elmore County, Idaho,26103
16041,Franklin County, Idaho,13013
16043,Fremont County, Idaho,12896
16045,Gem County, Idaho,16853
16047,Gooding County, Idaho,15157
16049,Idaho County, Idaho,16251
16051,Jefferson County, Idaho,27096
16053,Jerome County, Idaho,22694
16055,Kootenai County, Idaho,147716
16057,Latah County, Idaho,38593
16059,Lemhi County, Idaho,7743
16061,Lewis County, Idaho,3826
16063,Lincoln County, Idaho,5292
16065,Madison County, Idaho,38114
16067,Minidoka County, Idaho,20331
16069,Nez Perce County, Idaho,39995
16071,Oneida County, Idaho,4269
16073,Owyhee County, Idaho,11356
16075,Payette County, Idaho,22773
16077,Power County, Idaho,7696
16079,Shoshone County, Idaho,12551
16081,Teton County, Idaho,10437
16083,Twin Falls County, Idaho,80955
16085,Valley County, Idaho,9897
16087,Washington County, Idaho,10035
17001,Adams County, Illinois,66949
17003,Alexander County, Illinois,7051
17005,Bond County, Illinois,17137
17007,Boone County, Illinois,53656
17009,Brown County, Illinois,6836
17011,Bureau County, Illinois,33822
17013,Calhoun County, Illinois,4962
17015,Carroll County, Illinois,14793
17017,Cass County, Illinois,13068
17019,Champaign County, Illinois,206420
17021,Christian County, Illinois,33888
17023,Clark County, Illinois,16089
17025,Clay County, Illinois,13466
17027,Clinton County, Illinois,37858
17029,Coles County, Illinois,52802
17031,Cook County, Illinois,5227575
17033,Crawford County, Illinois,19441
17035,Cumberland County, Illinois,10890
17037,DeKalb County, Illinois,104458
17039,De Witt County, Illinois,16322
17041,Douglas County, Illinois,19770
17043,DuPage County, Illinois,930514
17045,Edgar County, Illinois,17828
17047,Edwards County, Illinois,6612
17049,Effingham County, Illinois,34356
17051,Fayette County, Illinois,22025
17053,Ford County, Illinois,13758
17055,Franklin County, Illinois,39503
17057,Fulton County, Illinois,36047
17059,Gallatin County, Illinois,5325
17061,Greene County, Illinois,13390
17063,Grundy County, Illinois,50338
17065,Hamilton County, Illinois,8251
17067,Hancock County, Illinois,18633
17069,Hardin County, Illinois,4173
17071,Henderson County, Illinois,6966
17073,Henry County, Illinois,49681
17075,Iroquois County, Illinois,28814
17077,Jackson County, Illinois,59188
17079,Jasper County, Illinois,9592
17081,Jefferson County, Illinois,38523
17083,Jersey County, Illinois,22441
17085,Jo Daviess County, Illinois,22186
17087,Johnson County, Illinois,12866
17089,Kane County, Illinois,526615
17091,Kankakee County, Illinois,111493
17093,Kendall County, Illinois,121452
17095,Knox County, Illinois,51752
17097,Lake County, Illinois,702890
17099,LaSalle County, Illinois,111935
17101,Lawrence County, Illinois,16582
17103,Lee County, Illinois,34718
17105,Livingston County, Illinois,37278
17107,Logan County, Illinois,29820
17109,McDonough County, Illinois,31727
17111,McHenry County, Illinois,307083
17113,McLean County, Illinois,173254
17115,Macon County, Illinois,108404
17117,Macoupin County, Illinois,46482
17119,Madison County, Illinois,266759
17121,Marion County, Illinois,38503
17123,Marshall County, Illinois,12060
17125,Mason County, Illinois,13931
17127,Massac County, Illinois,14883
17129,Menard County, Illinois,12576
17131,Mercer County, Illinois,15971
17133,Monroe County, Illinois,33703
17135,Montgomery County, Illinois,29301
17137,Morgan County, Illinois,34801
17139,Moultrie County, Illinois,14915
17141,Ogle County, Illinois,52034
17143,Peoria County, Illinois,186818
17145,Perry County, Illinois,21595
17147,Piatt County, Illinois,16469
17149,Pike County, Illinois,16054
17151,Pope County, Illinois,4255
17153,Pulaski County, Illinois,5792
17155,Putnam County, Illinois,5746
17157,Randolph County, Illinois,32934
17159,Richland County, Illinois,16072
17161,Rock Island County, Illinois,146536
17163,St. Clair County, Illinois,265569
17165,Saline County, Illinois,24659
17167,Sangamon County, Illinois,198639
17169,Schuyler County, Illinois,7205
17171,Scott County, Illinois,5169
17173,Shelby County, Illinois,22011
17175,Stark County, Illinois,5840
17177,Stephenson County, Illinois,46283
17179,Tazewell County, Illinois,135400
17181,Union County, Illinois,17458
17183,Vermilion County, Illinois,79613
17185,Wabash County, Illinois,11587
17187,Warren County, Illinois,17611
17189,Washington County, Illinois,14369
17191,Wayne County, Illinois,16517
17193,White County, Illinois,14410
17195,Whiteside County, Illinois,57155
17197,Will County, Illinois,685378
17199,Williamson County, Illinois,67336
17201,Winnebago County, Illinois,288896
17203,Woodford County, Illinois,39123
18001,Adams County, Indiana,34813
18003,Allen County, Indiana,365565
18005,Bartholomew County, Indiana,80203
18007,Benton County, Indiana,8709
18009,Blackford County, Indiana,12364
18011,Boone County, Indiana,61884
18013,Brown County, Indiana,14965
18015,Carroll County, Indiana,20007
18017,Cass County, Indiana,38324
18019,Clark County, Indiana,113993
18021,Clay County, Indiana,26568
18023,Clinton County, Indiana,32692
18025,Crawford County, Indiana,10582
18027,Daviess County, Indiana,32583
18029,Dearborn County, Indiana,49552
18031,Decatur County, Indiana,26340
18033,DeKalb County, Indiana,42489
18035,Delaware County, Indiana,116463
18037,Dubois County, Indiana,42345
18039,Elkhart County, Indiana,201640
18041,Fayette County, Indiana,23608
18043,Floyd County, Indiana,76290
18045,Fountain County, Indiana,16741
18047,Franklin County, Indiana,22887
18049,Fulton County, Indiana,20412
18051,Gibson County, Indiana,33684
18053,Grant County, Indiana,68269
18055,Greene County, Indiana,32633
18057,Hamilton County, Indiana,303042
18059,Hancock County, Indiana,71955
18061,Harrison County, Indiana,39370
18063,Hendricks County, Indiana,155817
18065,Henry County, Indiana,48953
18067,Howard County, Indiana,82728
18069,Huntington County, Indiana,36696
18071,Jackson County, Indiana,43637
18073,Jasper County, Indiana,33461
18075,Jay County, Indiana,21196
18077,Jefferson County, Indiana,32482
18079,Jennings County, Indiana,28023
18081,Johnson County, Indiana,147567
18083,Knox County, Indiana,37956
18085,Kosciusko County, Indiana,78461
18087,LaGrange County, Indiana,38395
18089,Lake County, Indiana,489698
18091,LaPorte County, Indiana,110993
18093,Lawrence County, Indiana,45696
18095,Madison County, Indiana,129862
18097,Marion County, Indiana,932142
18099,Marshall County, Indiana,46833
18101,Martin County, Indiana,10218
18103,Miami County, Indiana,36093
18105,Monroe County, Indiana,143292
18107,Montgomery County, Indiana,38108
18109,Morgan County, Indiana,69504
18111,Newton County, Indiana,14022
18113,Noble County, Indiana,47587
18115,Ohio County, Indiana,6003
18117,Orange County, Indiana,19579
18119,Owen County, Indiana,21038
18121,Parke County, Indiana,17033
18123,Perry County, Indiana,19301
18125,Pike County, Indiana,12554
18127,Porter County, Indiana,167016
18129,Posey County, Indiana,25527
18131,Pulaski County, Indiana,12910
18133,Putnam County, Indiana,37626
18135,Randolph County, Indiana,25403
18137,Ripley County, Indiana,28633
18139,Rush County, Indiana,16873
18141,St. Joseph County, Indiana,267696
18143,Scott County, Indiana,23734
18145,Shelby County, Indiana,44404
18147,Spencer County, Indiana,20777
18149,Starke County, Indiana,23069
18151,Steuben County, Indiana,34279
18153,Sullivan County, Indiana,21026
18155,Switzerland County, Indiana,10484
18157,Tippecanoe County, Indiana,183397
18159,Tipton County, Indiana,15447
18161,Union County, Indiana,7251
18163,Vanderburgh County, Indiana,181692
18165,Vermillion County, Indiana,15752
18167,Vigo County, Indiana,108099
18169,Wabash County, Indiana,32177
18171,Warren County, Indiana,8309
18173,Warrick County, Indiana,61427
18175,Washington County, Indiana,27792
18177,Wayne County, Indiana,67423
18179,Wells County, Indiana,27836
18181,White County, Indiana,24265
18183,Whitley County, Indiana,33354
19001,Adair County, Iowa,7330
19003,Adams County, Iowa,3822
19005,Allamakee County, Iowa,14001
19007,Appanoose County, Iowa,12602
19009,Audubon County, Iowa,5793
19011,Benton County, Iowa,25720
19013,Black Hawk County, Iowa,132821
19015,Boone County, Iowa,26411
19017,Bremer County, Iowa,24663
19019,Buchanan County, Iowa,21031
19021,Buena Vista County, Iowa,20445
19023,Butler County, Iowa,14933
19025,Calhoun County, Iowa,9876
19027,Carroll County, Iowa,20555
19029,Cass County, Iowa,13433
19031,Cedar County, Iowa,18389
19033,Cerro Gordo County, Iowa,43303
19035,Cherokee County, Iowa,11752
19037,Chickasaw County, Iowa,12164
19039,Clarke County, Iowa,9273
19041,Clay County, Iowa,16478
19043,Clayton County, Iowa,17735
19045,Clinton County, Iowa,47972
19047,Crawford County, Iowa,17147
19049,Dallas County, Iowa,78074
19051,Davis County, Iowa,8768
19053,Decatur County, Iowa,8210
19055,Delaware County, Iowa,17445
19057,Des Moines County, Iowa,40114
19059,Dickinson County, Iowa,17046
19061,Dubuque County, Iowa,96359
